Date,Description,Amount
01/09/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0009444515587,9282.60
01/09/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0009504515587,4281.33
01/09/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0009564515587,3852.31
01/09/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0009444515587,1028.67
01/09/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0009504515587,532.77
01/09/2025,ELECTRONIC TRF - CREDIT CARD SB MERCH DISC          4515587,-16863.42
01/09/2025,CREDIT AGREEMENT REPAYMENT VW_FIN_SER87023583281,-18817.63
01/09/2025,ACCOUNT PAYMENT XPROCURE  ACC 6011632,-632.67
01/09/2025,IB PAYMENT TO TRANSPHARM,-18955.21
01/09/2025,IB PAYMENT TO WATERPLAAS,-276.00
30/08/2025,SERVICE FEE ACC   301666148,-377.00
30/08/2025,MONTHLY MANAGEMENT FEE ACC   301666148,-110.00
30/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0009554515587,16130.14
30/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0009434515587,10146.59
30/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0009494515587,8902.97
30/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0009554515587,3649.64
30/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0009434515587,3119.17
30/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0009494515587,1708.54
29/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0009484515587,17275.13
29/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0009544515587,15765.10
29/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0009424515587,5370.06
29/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0009484515587,3448.78
29/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0009544515587,2187.44
29/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0009424515587,323.30
29/08/2025,ACCOUNT PAYMENT K2011SA   NASHUA 024749,-4669.31
28/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0009534515587,13196.30
28/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0009474515587,8115.86
28/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0009414515587,4440.57
28/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0009414515587,3507.68
28/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0009534515587,2236.55
28/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0009474515587,1901.04
28/08/2025,IB PAYMENT TO KHUMBULA TRADING KHUMBULATRAD,-13955.11
27/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0009524515587,16628.89
27/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0009464515587,12751.27
27/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0009404515587,4328.62
27/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0009524515587,3660.96
27/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0009464515587,1964.50
27/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0009404515587,1687.57
27/08/2025,IB PAYMENT TO CJ PHARMACEUTICAL,-100000.00
27/08/2025,IB PAYMENT TO GREEN IMPRESSIONS,-550.00
27/08/2025,IB TRANSFER FROM Senekane       09H49,50000.00
26/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0009514515587,19457.57
26/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0009454515587,16359.61
26/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0009394515587,8140.16
26/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0009454515587,6108.35
26/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0009394515587,5025.97
26/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0009514515587,2119.46
25/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0009504515587,10637.12
25/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0009444515587,10156.00
25/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0009504515587,2353.22
25/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0009444515587,1007.51
25/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0009384515587,571.18
25/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0009384515587,384.85
25/08/2025,IB PAYMENT TO CJ PHARMACEUTICAL,-200000.00
25/08/2025,IB TRANSFER FROM SB1 - SB2      07H58,100000.00
23/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0009494515587,13762.51
23/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0009434515587,8833.28
23/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0009374515587,8090.20
23/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0009494515587,2994.60
23/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0009374515587,2097.19
23/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0009434515587,1053.02
22/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0009484515587,14026.17
22/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0009364515587,13012.74
22/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0009364515587,6499.38
22/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0009424515587,6447.59
22/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0009484515587,4445.84
22/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0009424515587,2539.67
22/08/2025,IB PAYMENT TO MARIA SMITH,-8004.00
22/08/2025,IB PAYMENT TO JULIEN MADUNA JULIENMADUNA,-7425.00
22/08/2025,IB PAYMENT TO MARI-LOUISE MULLER MARI MULLER,-3000.00
21/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0009474515587,8409.08
21/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0009414515587,6887.76
21/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0009354515587,6596.22
21/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0009354515587,3747.00
21/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0009474515587,2693.85
21/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0009414515587,503.01
21/08/2025,IB PAYMENT TO CJ PHARMACEUTICAL,-100000.00
20/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0009464515587,13737.11
20/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0009344515587,10872.35
20/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0009404515587,6744.31
20/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0009464515587,5299.78
20/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0009344515587,2358.95
20/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0009404515587,1833.82
19/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0009394515587,7701.18
19/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0009454515587,6511.06
19/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0009394515587,5993.91
19/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0009454515587,5441.32
19/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0009334515587,3948.92
19/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0009334515587,2832.06
18/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0009324515587,7308.15
18/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0009324515587,6025.67
18/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0009444515587,5978.38
18/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0009444515587,3185.60
18/08/2025,IB PAYMENT TO CJ PHARMACEUTICAL,-100000.00
18/08/2025,IB TRANSFER FROM SB1 - SB2      07H24,20000.00
16/08/2025,FEE: PAYMENT CONFIRM - SMS JP,-1.20
16/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0009434515587,17470.94
16/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0009384515587,11555.50
16/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0009314515587,6452.79
16/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0009384515587,3227.38
16/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0009314515587,3138.97
16/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0009434515587,1445.61
16/08/2025,IB PAYMENT TO JP KEMERTGOGLOU APTEEK REPOR,-2000.00
15/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0009424515587,17407.30
15/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0009374515587,7832.58
15/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0009304515587,6884.52
15/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0009424515587,2800.00
15/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0009374515587,2579.86
15/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0009304515587,2302.02
15/08/2025,IB PAYMENT TO CJ PHARMACEUTICAL,-100000.00
15/08/2025,IB TRANSFER FROM SB1 - SB2      07H28,30000.00
14/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0009414515587,13787.34
14/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0009364515587,6203.61
14/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0009414515587,5800.98
14/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0009364515587,4860.68
14/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0009294515587,4369.76
14/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0009294515587,3815.08
14/08/2025,IB PAYMENT TO CJ PHARMACEUTICAL,-100000.00
14/08/2025,IB TRANSFER FROM SB1 - SB2      09H20,100000.00
13/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0009404515587,22576.22
13/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0009354515587,7730.77
13/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0009404515587,5295.77
13/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0009284515587,3639.50
13/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0009354515587,1876.83
13/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0009284515587,1148.63
13/08/2025,IB PAYMENT TO CJ PHARMACEUTICAL,-100000.00
12/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0009394515587,13326.67
12/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0009274515587,9339.60
12/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0009344515587,7600.59
12/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0009394515587,5555.15
12/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0009274515587,1823.06
12/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0009344515587,992.37
12/08/2025,IB PAYMENT TO CJ PHARMACEUTICAL,-654890.19
12/08/2025,IB PAYMENT TO ALPHA PHARM,-62926.55
12/08/2025,IB PAYMENT TO CJ DISTRIBUTION,-40895.17
12/08/2025,IB PAYMENT TO IMPO DISTRIBUTORS,-30677.52
12/08/2025,IB PAYMENT TO ARRIE NEL,-24589.74
12/08/2025,IB PAYMENT TO THE LOCAL CHOICE LOCAL CHOICE,-15559.57
12/08/2025,IB PAYMENT TO THE FRENCH PARFUME TFP PARFUME,-12603.81
12/08/2025,IB PAYMENT TO SG CONVENIENCE BFN,-12553.10
12/08/2025,IB PAYMENT TO TRANSPHARM,-11144.43
12/08/2025,IB PAYMENT TO UNITED PHARMACEUTICA UPD,-8701.11
12/08/2025,IB PAYMENT TO ALMAN'S DRIED FRU ALMANS DRIED,-7512.35
12/08/2025,IB PAYMENT TO WOW COSMETICS,-7046.29
12/08/2025,IB PAYMENT TO ASCOT ASCOT AGENCY,-6900.00
12/08/2025,IB PAYMENT TO BRANDVISTA,-5520.00
12/08/2025,IB PAYMENT TO BRENTONI DISTRIBUTOR,-3951.40
12/08/2025,IB TRANSFER TO ##2 ROOS/REITZ 09H09,-3045.31
12/08/2025,IB PAYMENT TO LLT MARKETING,-2217.20
12/08/2025,IB PAYMENT TO IDEXIS,-1489.48
12/08/2025,IB TRANSFER TO ##139 WIN/REITZ09H10,-1318.96
12/08/2025,IB PAYMENT TO S.O.H GROUP,-1058.43
12/08/2025,IB PAYMENT TO BASSOPA,-629.50
12/08/2025,IB PAYMENT TO BOTES & HECHTER LABOUR GROUP,-400.00
12/08/2025,IB PAYMENT TO BASSOPA,-379.50
12/08/2025,IB TRANSFER TO ##25 BERG/REITZ09H10,-327.12
12/08/2025,IB PAYMENT TO DTS,-295.32
12/08/2025,IB TRANSFER FROM SB1 - SB2      08H47,400000.00
11/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0009334515587,24628.47
11/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0009384515587,15201.80
11/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0009384515587,10112.00
11/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0009334515587,4982.13
08/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0009374515587,10486.79
08/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0009324515587,5606.23
08/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0009264515587,4065.88
08/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0009374515587,3015.99
08/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0009264515587,2685.47
07/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0009364515587,20301.12
07/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0009314515587,13523.61
07/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0009364515587,12276.64
07/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0009254515587,8553.60
07/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0009254515587,1919.15
07/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0009314515587,161.86
06/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0009354515587,19889.63
06/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0009244515587,11650.61
06/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0009354515587,6380.56
06/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0009244515587,5416.54
06/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0009304515587,5340.88
06/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0009304515587,732.49
05/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0009294515587,20274.40
05/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0009344515587,20253.50
05/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0009344515587,4474.47
05/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0009294515587,3323.97
05/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0009234515587,2013.90
05/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0009234515587,881.37
04/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0009284515587,9783.38
04/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0009334515587,7632.22
04/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0009284515587,3304.76
04/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0009334515587,3175.10
02/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0009324515587,24050.10
02/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0009274515587,20436.77
02/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0009224515587,11142.18
02/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0009324515587,4414.75
02/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0009224515587,1680.39
02/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0009274515587,1009.59
01/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0009214515587,12568.66
01/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0009314515587,11351.70
01/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0009314515587,5679.64
01/08/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0009264515587,4727.40
01/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0009214515587,3021.51
01/08/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0009264515587,887.55
01/08/2025,CREDIT AGREEMENT REPAYMENT VW_FIN_SER87023583281,-18974.77
01/08/2025,ELECTRONIC TRF - CREDIT CARD SB MERCH DISC          4515587,-17405.65
01/08/2025,ACCOUNT PAYMENT XPROCURE  ACC 6011632,-632.67
31/07/2025,SERVICE FEE ACC   301666148,-207.90
31/07/2025,MONTHLY MANAGEMENT FEE ACC   301666148,-110.00
31/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0009304515587,14469.75
31/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0009254515587,11019.98
31/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0009204515587,10149.22
31/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0009204515587,6789.48
31/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0009254515587,3759.15
31/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0009304515587,3643.44
31/07/2025,ACCOUNT PAYMENT K2011SA   NASHUA 024749,-4867.82
30/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0009294515587,24014.48
30/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0009194515587,11886.60
30/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0009244515587,8015.44
30/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0009294515587,4999.35
30/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0009194515587,2924.79
30/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0009244515587,1505.66
29/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0009284515587,23966.91
29/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0009184515587,8959.96
29/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0009184515587,6812.70
29/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0009234515587,4078.51
29/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0009284515587,3580.43
29/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0009234515587,1436.37
29/07/2025,IB PAYMENT TO SYLVIA MOKOENA SYLVIAMOKOEN,-2607.69
28/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0009174515587,12230.94
28/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0009274515587,12168.64
28/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0009224515587,8356.95
28/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0009274515587,3372.68
28/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0009174515587,1034.18
28/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0009224515587,317.73
28/07/2025,IB PAYMENT TO CJ PHARMACEUTICAL,-300000.00
28/07/2025,IB PAYMENT TO KHUMBULA TRADING KHUMBULATRAD,-13800.00
28/07/2025,IB PAYMENT TO KHUMBULA TRADING KHUMBULATRAD,-155.10
26/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0009264515587,25310.09
26/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0009164515587,22738.67
26/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0009214515587,12509.95
26/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0009164515587,4183.95
26/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0009264515587,4020.50
26/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0009214515587,2802.89
25/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0009254515587,11824.13
25/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0009154515587,3806.71
25/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0009154515587,3129.59
25/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0009204515587,2646.75
25/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0009204515587,2272.33
25/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0009254515587,1355.48
25/07/2025,IB PAYMENT TO REITZ APTEEK - ABSA SB2-ABSA,-100000.00
25/07/2025,IB PAYMENT TO JULIEN MADUNA JULIENMADUNA,-8100.00
25/07/2025,IB PAYMENT TO MARIA SMITH,-8004.00
25/07/2025,IB PAYMENT TO SYLVIA MOKOENA SYLVIAMOKOEN,-5593.50
24/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0009244515587,17200.98
24/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0009244515587,5747.56
24/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0009144515587,5722.59
24/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0009194515587,2585.93
24/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0009144515587,1537.73
24/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0009194515587,822.67
23/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0009234515587,16582.08
23/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0009184515587,8275.15
23/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0009234515587,6302.43
23/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0009134515587,4026.98
23/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0009134515587,1193.13
23/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0009184515587,965.96
23/07/2025,IB PAYMENT TO Bytjie Salf,-6616.22
23/07/2025,IB PAYMENT TO Green Impres,-450.00
22/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0009224515587,11817.88
22/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0009124515587,8278.72
22/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0009124515587,6499.81
22/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0009224515587,5168.63
22/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0009174515587,3067.13
22/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0009174515587,503.92
22/07/2025,IB PAYMENT TO TLC ROOS,-39120.00
22/07/2025,IB PAYMENT TO Pro-Cool,-1265.97
22/07/2025,IB PAYMENT TO Security,-379.50
21/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0009114515587,6916.31
21/07/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0009214515587,5105.32
21/07/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0009114515587,2255.09
